patchid,label
CBK_0001_00_20230804_0004_26,0
CBK_0001_00_20230804_0004_27,0
CBK_0001_00_20230804_0004_28,0
CBK_0001_00_20230804_0004_29,0
CBK_0001_00_20230804_0004_30,1
CBK_0001_00_20230804_0004_31,0
CBK_0001_00_20230804_0004_32,0
CBK_0001_00_20230804_0004_33,3
CBK_0001_00_20230804_0004_34,3
CBK_0001_00_20230804_0004_35,3
CBK_0001_00_20230804_0005_1,"1,3"
CBK_0001_00_20230804_0005_2,1
CBK_0001_00_20230804_0005_3,"1,3"
CBK_0001_00_20230804_0005_4,"1,3"
CBK_0001_00_20230804_0005_5,"1,3"
CBK_0001_00_20230804_0005_6,"1,3"
CBK_0001_00_20230804_0005_7,"1,3"
CBK_0001_00_20230804_0005_8,"1,3"
CBK_0001_00_20230804_0005_9,"1,3"
CBK_0001_00_20230804_0005_10,"1,3"
CBK_0001_00_20230804_0005_11,"1,3"
CBK_0001_00_20230804_0005_12,"1,3"
CBK_0001_00_20230804_0005_13,"1,3,8"
CBK_0001_00_20230804_0005_14,"1,3"
CBK_0001_00_20230804_0005_15,"1,3"
CBK_0001_00_20230804_0005_16,"1,3"
CBK_0001_00_20230804_0005_17,"1,3"
CBK_0001_00_20230804_0005_18,"1,3"
CBK_0001_00_20230804_0005_19,"1,3"
CBK_0001_00_20230804_0005_20,"1,3"
CBK_0001_00_20230804_0005_21,1
CBK_0001_00_20230804_0005_22,"1,3"
CBK_0001_00_20230804_0005_23,"1,3"
CBK_0001_00_20230804_0005_24,"1,3"
CBK_0001_00_20230804_0005_25,"1,3"
CBK_0001_00_20230804_0005_26,1
CBK_0001_00_20230804_0005_27,"1,3"
CBK_0001_00_20230804_0005_28,"1,3"
CBK_0001_00_20230804_0005_29,"1,3"
CBK_0001_00_20230804_0005_30,"1,3"
CBK_0001_00_20230804_0005_31,1
CBK_0001_00_20230804_0005_32,"1,3"
CBK_0001_00_20230804_0005_33,"1,3"
CBK_0001_00_20230804_0005_34,"1,3"
CBK_0001_00_20230804_0005_35,1
CBK_0001_00_20230804_0006_1,"1,3"
CBK_0001_00_20230804_0006_2,4
CBK_0001_00_20230804_0006_3,"1,3"
CBK_0001_00_20230804_0006_4,0
CBK_0001_00_20230804_0006_5,0
CBK_0001_00_20230804_0006_6,"1,3"
CBK_0001_00_20230804_0006_7,"1,3,8"
CBK_0001_00_20230804_0006_8,3
CBK_0001_00_20230804_0006_9,0
CBK_0001_00_20230804_0006_10,0
CBK_0001_00_20230804_0006_11,1
CBK_0001_00_20230804_0006_12,"1,3"
CBK_0001_00_20230804_0006_13,4
CBK_0001_00_20230804_0006_14,4
CBK_0001_00_20230804_0006_15,0
CBK_0001_00_20230804_0006_16,"1,3"
CBK_0001_00_20230804_0006_17,"1,3"
CBK_0001_00_20230804_0006_18,0
CBK_0001_00_20230804_0006_19,0
CBK_0001_00_20230804_0006_20,"1,3"
CBK_0001_00_20230804_0006_21,"1,3"
CBK_0001_00_20230804_0006_22,"1,3"
CBK_0001_00_20230804_0006_23,"1,3"
CBK_0001_00_20230804_0006_24,1
CBK_0001_00_20230804_0006_25,"1,3"
CBK_0001_00_20230804_0006_26,"1,3"
CBK_0001_00_20230804_0006_27,"1,3"
CBK_0001_00_20230804_0006_28,"1,3"
CBK_0001_00_20230804_0006_29,"1,3"
CBK_0001_00_20230804_0006_30,"1,3"
CBK_0001_00_20230804_0006_31,"1,3"
CBK_0001_00_20230804_0006_32,"1,3"
CBK_0001_00_20230804_0006_33,"1,3"
CBK_0001_00_20230804_0006_34,"1,3"
CBK_0001_00_20230804_0006_35,"1,3"
CBK_0001_00_20230804_0007_1,1
CBK_0001_00_20230804_0007_2,1
CBK_0001_00_20230804_0007_3,4
CBK_0001_00_20230804_0007_4,4
CBK_0001_00_20230804_0007_5,0
CBK_0001_00_20230804_0007_6,"1,3"
CBK_0001_00_20230804_0007_7,"1,3"
CBK_0001_00_20230804_0007_8,1
CBK_0001_00_20230804_0007_9,0
CBK_0001_00_20230804_0007_10,4
CBK_0001_00_20230804_0007_11,1
CBK_0001_00_20230804_0007_12,"1,3"
CBK_0001_00_20230804_0007_13,1
CBK_0001_00_20230804_0007_14,0
CBK_0001_00_20230804_0007_15,0
CBK_0001_00_20230804_0007_16,"1,3"
CBK_0001_00_20230804_0007_17,"1,3"
CBK_0001_00_20230804_0007_18,"1,3"
CBK_0001_00_20230804_0007_19,1
CBK_0001_00_20230804_0007_20,1
CBK_0001_00_20230804_0007_21,3
CBK_0001_00_20230804_0007_22,3
CBK_0001_00_20230804_0007_23,"1,3"
CBK_0001_00_20230804_0007_24,"1,3"
CBK_0001_00_20230804_0007_25,"1,3"
CBK_0001_00_20230804_0007_26,"1,3"
CBK_0001_00_20230804_0007_27,3
CBK_0001_00_20230804_0007_28,"1,3"
CBK_0001_00_20230804_0007_29,"1,3"
CBK_0001_00_20230804_0007_30,1
CBK_0001_00_20230804_0007_31,"1,3"
CBK_0001_00_20230804_0007_32,"1,3"
CBK_0001_00_20230804_0007_33,"1,3"
CBK_0001_00_20230804_0007_34,"1,3"
CBK_0001_00_20230804_0007_35,1
CBK_0001_00_20230804_0008_1,"1,3"
CBK_0001_00_20230804_0008_2,"1,3"
CBK_0001_00_20230804_0008_3,"1,3"
CBK_0001_00_20230804_0008_4,"1,3"
CBK_0001_00_20230804_0008_5,"1,4"
CBK_0001_00_20230804_0008_6,"1,3"
CBK_0001_00_20230804_0008_7,"1,3"
CBK_0001_00_20230804_0008_8,3
CBK_0001_00_20230804_0008_9,"1,3"
CBK_0001_00_20230804_0008_10,4
CBK_0001_00_20230804_0008_11,"1,3"
CBK_0001_00_20230804_0008_12,"1,3"
CBK_0001_00_20230804_0008_13,"1,3"
CBK_0001_00_20230804_0008_14,"1,3"
CBK_0001_00_20230804_0008_15,"1,3"
CBK_0001_00_20230804_0008_16,1
CBK_0001_00_20230804_0008_17,"1,3"
CBK_0001_00_20230804_0008_18,"1,3"
CBK_0001_00_20230804_0008_19,"1,3"
CBK_0001_00_20230804_0008_20,"1,3"
CBK_0001_00_20230804_0008_21,"1,3"
CBK_0001_00_20230804_0008_22,"1,3"
CBK_0001_00_20230804_0008_23,"1,3"
CBK_0001_00_20230804_0008_24,"1,3"
CBK_0001_00_20230804_0008_25,"1,3"
CBK_0001_00_20230804_0008_26,"1,3"
CBK_0001_00_20230804_0008_27,"1,3"
CBK_0001_00_20230804_0008_28,"1,3"
CBK_0001_00_20230804_0008_29,1
CBK_0001_00_20230804_0008_30,1
CBK_0001_00_20230804_0008_31,"1,3"
CBK_0001_00_20230804_0008_32,"1,3"
CBK_0001_00_20230804_0008_33,1
CBK_0001_00_20230804_0008_34,1
CBK_0001_00_20230804_0008_35,0
CBK_0001_00_20230804_0009_1,3
CBK_0001_00_20230804_0009_2,3
CBK_0001_00_20230804_0009_3,3
CBK_0001_00_20230804_0009_4,"1,3"
CBK_0001_00_20230804_0009_5,1
CBK_0001_00_20230804_0009_6,3
CBK_0001_00_20230804_0009_7,3
CBK_0001_00_20230804_0009_8,"1,3"
CBK_0001_00_20230804_0009_9,"1,3"
CBK_0001_00_20230804_0009_10,1
CBK_0001_00_20230804_0009_11,3
CBK_0001_00_20230804_0009_12,3
CBK_0001_00_20230804_0009_13,"1,4"
CBK_0001_00_20230804_0009_14,"1,4"
CBK_0001_00_20230804_0009_15,1
CBK_0001_00_20230804_0009_16,3
CBK_0001_00_20230804_0009_17,3
CBK_0001_00_20230804_0009_18,"1,4"
CBK_0001_00_20230804_0009_19,1
CBK_0001_00_20230804_0009_20,"1,3"
CBK_0001_00_20230804_0009_21,3
CBK_0001_00_20230804_0009_22,"1,3"
CBK_0001_00_20230804_0009_23,1
CBK_0001_00_20230804_0009_24,"1,4"
CBK_0001_00_20230804_0009_25,4
CBK_0001_00_20230804_0009_26,"1,3"
CBK_0001_00_20230804_0009_27,1
CBK_0001_00_20230804_0009_28,4
CBK_0001_00_20230804_0009_29,4
CBK_0001_00_20230804_0009_30,0
CBK_0001_00_20230804_0009_31,1
CBK_0001_00_20230804_0009_32,0
CBK_0001_00_20230804_0009_33,0
CBK_0001_00_20230804_0009_34,4
CBK_0001_00_20230804_0009_35,0
CBK_0001_00_20230804_0010_1,"1,3"
CBK_0001_00_20230804_0010_2,"1,3"
CBK_0001_00_20230804_0010_3,"1,3"
CBK_0001_00_20230804_0010_4,"1,3"
CBK_0001_00_20230804_0010_5,1
CBK_0001_00_20230804_0010_6,"1,3"
CBK_0001_00_20230804_0010_7,"1,3"
CBK_0001_00_20230804_0010_8,"1,3"
CBK_0001_00_20230804_0010_9,"1,3"
CBK_0001_00_20230804_0010_10,"1,3"
CBK_0001_00_20230804_0010_11,"1,3"
CBK_0001_00_20230804_0010_12,"1,3"
CBK_0001_00_20230804_0010_13,3
CBK_0001_00_20230804_0010_14,3
CBK_0001_00_20230804_0010_15,3
CBK_0001_00_20230804_0010_16,"1,3"
CBK_0001_00_20230804_0010_17,3
CBK_0001_00_20230804_0010_18,3
CBK_0001_00_20230804_0010_19,3
CBK_0001_00_20230804_0010_20,3
CBK_0001_00_20230804_0010_21,3
CBK_0001_00_20230804_0010_22,3
CBK_0001_00_20230804_0010_23,3
CBK_0001_00_20230804_0010_24,3
CBK_0001_00_20230804_0010_25,3
CBK_0001_00_20230804_0010_26,3
CBK_0001_00_20230804_0010_27,3
CBK_0001_00_20230804_0010_28,3
CBK_0001_00_20230804_0010_29,3
CBK_0001_00_20230804_0010_30,3
CBK_0001_00_20230804_0010_31,"1,3"
CBK_0001_00_20230804_0010_32,3
CBK_0001_00_20230804_0010_33,3
CBK_0001_00_20230804_0010_34,3
CBK_0001_00_20230804_0010_35,3
CBK_0001_00_20230804_0011_1,"1,3,4"
CBK_0001_00_20230804_0011_2,4
CBK_0001_00_20230804_0011_3,"3,4"
CBK_0001_00_20230804_0011_4,"3,4"
CBK_0001_00_20230804_0011_5,"3,4"
CBK_0001_00_20230804_0011_6,3
CBK_0001_00_20230804_0012_1,"1,3"
CBK_0001_00_20230804_0012_2,"1,3"
CBK_0001_00_20230804_0012_3,"1,3"
CBK_0001_00_20230804_0012_4,"1,3"
CBK_0001_00_20230804_0012_5,"1,3"
CBK_0001_00_20230804_0012_6,"1,3"
CBK_0001_00_20230804_0013_1,4
CBK_0001_00_20230804_0013_2,4
CBK_0001_00_20230804_0013_3,"1,3"
CBK_0001_00_20230804_0013_4,"1,3"
CBK_0001_00_20230804_0013_5,"1,3"
CBK_0001_00_20230804_0013_6,3
CBK_0001_00_20230804_0014_1,4
CBK_0001_00_20230804_0014_2,"1,4"
CBK_0001_00_20230804_0014_3,"1,3"
CBK_0001_00_20230804_0014_4,"3,4"
CBK_0001_00_20230804_0014_5,"1,3"
CBK_0001_00_20230804_0014_6,4
CBK_0001_00_20230804_0015_1,0
CBK_0001_00_20230804_0015_2,0
CBK_0001_00_20230804_0015_3,4
CBK_0001_00_20230804_0015_4,"1,3"
CBK_0001_00_20230804_0015_5,4
CBK_0001_00_20230804_0015_6,"1,3"
CBK_0001_00_20230804_0016_1,3
CBK_0001_00_20230804_0016_2,3
CBK_0001_00_20230804_0016_3,"1,3"
CBK_0001_00_20230804_0016_4,"1,3"
CBK_0001_00_20230804_0016_5,1
CBK_0001_00_20230804_0016_6,1
CBK_0001_00_20230804_0017_1,"1,3"
CBK_0001_00_20230804_0017_2,"1,3"
CBK_0001_00_20230804_0017_3,3
CBK_0001_00_20230804_0017_4,3
CBK_0001_00_20230804_0017_5,"1,3"
CBK_0001_00_20230804_0017_6,"1,3"
CBK_0001_00_20230804_0018_1,3
CBK_0001_00_20230804_0018_2,3
CBK_0001_00_20230804_0018_3,"1,3"
CBK_0001_00_20230804_0018_4,4
CBK_0001_00_20230804_0018_5,3
CBK_0001_00_20230804_0018_6,"1,3"
CBK_0001_00_20230804_0019_1,"1,3,4"
CBK_0001_00_20230804_0019_2,"1,3"
CBK_0001_00_20230804_0019_3,"1,3"
CBK_0001_00_20230804_0019_4,"1,3"
CBK_0001_00_20230804_0019_5,"1,3"
CBK_0001_00_20230804_0019_6,4
CBK_0001_00_20230804_0020_1,4
CBK_0001_00_20230804_0020_2,4
CBK_0001_00_20230804_0020_3,4
CBK_0001_00_20230804_0020_4,4
CBK_0001_00_20230804_0020_5,3
CBK_0001_00_20230804_0020_6,3
CBK_0001_00_20230804_0021_1,"1,3"
CBK_0001_00_20230804_0021_2,"1,3"
CBK_0001_00_20230804_0021_3,"1,3"
CBK_0001_00_20230804_0021_4,"1,3"
CBK_0001_00_20230804_0021_5,"1,3"
CBK_0001_00_20230804_0021_6,"1,3"
CBK_0001_00_20230804_0022_1,3
CBK_0001_00_20230804_0022_2,3
CBK_0001_00_20230804_0022_3,"1,3"
CBK_0001_00_20230804_0022_4,3
CBK_0001_00_20230804_0022_5,"1,3"
CBK_0001_00_20230804_0022_6,3
CBK_0001_00_20230804_0023_1,"1,3"
CBK_0001_00_20230804_0023_2,"1,3"
CBK_0001_00_20230804_0023_3,"1,3"
CBK_0001_00_20230804_0023_4,"1,3"
CBK_0001_00_20230804_0023_5,3
CBK_0001_00_20230804_0023_6,"1,3"
CBK_0001_00_20230804_0024_1,0
CBK_0001_00_20230804_0024_2,0
CBK_0001_00_20230804_0024_3,4
CBK_0001_00_20230804_0024_4,4
CBK_0001_00_20230804_0024_5,4
CBK_0001_00_20230804_0024_6,4
CBK_0001_00_20230804_0025_1,3
CBK_0001_00_20230804_0025_2,3
CBK_0001_00_20230804_0025_3,"1,3"
CBK_0001_00_20230804_0025_4,"1,3"
CBK_0001_00_20230804_0025_5,"1,3"
CBK_0001_00_20230804_0025_6,"1,3"
CBK_0001_00_20230804_0026_1,"1,3"
CBK_0001_00_20230804_0026_2,"1,3"
CBK_0001_00_20230804_0026_3,"1,3"
CBK_0001_00_20230804_0026_4,1
CBK_0001_00_20230804_0026_5,1
CBK_0001_00_20230804_0026_6,"1,3"
CBK_0001_00_20230804_0027_1,4
CBK_0001_00_20230804_0027_2,4
CBK_0001_00_20230804_0027_3,"1,3"
CBK_0001_00_20230804_0027_4,0
CBK_0001_00_20230804_0027_5,"1,3,4"
CBK_0001_00_20230804_0027_6,0
CBK_0001_00_20230804_0028_1,"1,3"
CBK_0001_00_20230804_0028_2,"1,3"
CBK_0001_00_20230804_0028_3,3
CBK_0001_00_20230804_0028_4,"1,3"
CBK_0001_00_20230804_0028_5,"1,3"
CBK_0001_00_20230804_0028_6,"1,3"
CBK_0001_00_20230804_0029_1,1
CBK_0001_00_20230804_0029_2,"1,8"
CBK_0001_00_20230804_0029_3,"1,4,8"
CBK_0001_00_20230804_0029_4,"1,3,8"
CBK_0001_00_20230804_0029_5,"1,4,8"
CBK_0001_00_20230804_0029_6,"1,8"
CBK_0001_00_20230804_0030_1,0
CBK_0001_00_20230804_0030_2,"1,4,8"
CBK_0001_00_20230804_0030_3,"1,4"
CBK_0001_00_20230804_0030_4,1
CBK_0001_00_20230804_0030_5,4
CBK_0001_00_20230804_0030_6,"1,4"
CBK_0001_00_20230804_0031_1,"1,4"
CBK_0001_00_20230804_0031_2,"1,8"
CBK_0001_00_20230804_0031_3,"1,4"
CBK_0001_00_20230804_0031_4,"1,8"
CBK_0001_00_20230804_0031_5,"1,4"
CBK_0001_00_20230804_0031_6,"1,3,8"
CBK_0001_00_20230804_0032_1,"1,3"
CBK_0001_00_20230804_0032_2,3
CBK_0001_00_20230804_0032_3,"1,3"
CBK_0001_00_20230804_0032_4,"1,3"
CBK_0001_00_20230804_0032_5,"1,3"
CBK_0001_00_20230804_0032_6,"1,3"
CBK_0001_00_20230804_0033_1,"1,3,4"
CBK_0001_00_20230804_0033_2,0
CBK_0001_00_20230804_0033_3,"1,3"
CBK_0001_00_20230804_0033_4,0
CBK_0001_00_20230804_0033_5,0
CBK_0001_00_20230804_0033_6,0
CBK_0001_00_20230804_0034_1,0
CBK_0001_00_20230804_0034_2,0
CBK_0001_00_20230804_0034_3,0
CBK_0001_00_20230804_0034_4,0
CBK_0001_00_20230804_0034_5,0
CBK_0001_00_20230804_0034_6,0
CBK_0001_00_20230804_0035_1,0
CBK_0001_00_20230804_0035_2,4
CBK_0001_00_20230804_0035_3,0
CBK_0001_00_20230804_0035_4,0
CBK_0001_00_20230804_0035_5,4
CBK_0001_00_20230804_0035_6,0
CBK_0001_00_20230804_0036_1,1
CBK_0001_00_20230804_0036_2,0
CBK_0001_00_20230804_0036_3,"1,3,4"
CBK_0001_00_20230804_0036_4,4
CBK_0001_00_20230804_0036_5,4
CBK_0001_00_20230804_0036_6,4
CBK_0001_00_20230804_0037_1,"1,3"
CBK_0001_00_20230804_0037_2,"1,4"
CBK_0001_00_20230804_0037_3,"1,3"
CBK_0001_00_20230804_0037_4,"1,3"
CBK_0001_00_20230804_0037_5,"1,3"
CBK_0001_00_20230804_0037_6,"1,4"
CBK_0001_00_20230804_0038_1,"1,3"
CBK_0001_00_20230804_0038_2,1
CBK_0001_00_20230804_0038_3,"1,3"
CBK_0001_00_20230804_0038_4,"1,3"
CBK_0001_00_20230804_0038_5,"1,3"
CBK_0001_00_20230804_0038_6,"1,3,4"
CBK_0001_00_20230804_0039_1,1
CBK_0001_00_20230804_0039_2,0
CBK_0001_00_20230804_0039_3,"1,3"
CBK_0001_00_20230804_0039_4,"1,3"
CBK_0001_00_20230804_0039_5,"1,3"
CBK_0001_00_20230804_0039_6,"1,3"
CBK_0001_00_20230804_0040_1,"1,3"
CBK_0001_00_20230804_0040_2,1
CBK_0001_00_20230804_0040_3,"1,3"
CBK_0001_00_20230804_0040_4,1
CBK_0001_00_20230804_0040_5,3
CBK_0001_00_20230804_0040_6,"1,3"
CBK_0001_00_20230804_0041_1,3
CBK_0001_00_20230804_0041_2,"1,3"
CBK_0001_00_20230804_0041_3,3
CBK_0001_00_20230804_0041_4,3
CBK_0001_00_20230804_0041_5,3
CBK_0001_00_20230804_0041_6,3
CBK_0001_00_20230804_0042_1,3
CBK_0001_00_20230804_0042_2,3
CBK_0001_00_20230804_0042_3,3
CBK_0001_00_20230804_0042_4,3
CBK_0001_00_20230804_0042_5,3
CBK_0001_00_20230804_0042_6,3
CBK_0001_00_20230804_0043_1,"1,3"
CBK_0001_00_20230804_0043_2,"1,3"
CBK_0001_00_20230804_0043_3,3
CBK_0001_00_20230804_0043_4,"1,3"
CBK_0001_00_20230804_0043_5,3
CBK_0001_00_20230804_0043_6,"1,3"
CBK_0001_00_20230804_0044_1,"1,3"
CBK_0001_00_20230804_0044_2,"1,3"
CBK_0001_00_20230804_0044_3,0
CBK_0001_00_20230804_0044_4,0
CBK_0001_00_20230804_0044_5,0
CBK_0001_00_20230804_0044_6,4
CBK_0001_00_20230804_0045_1,"1,4"
CBK_0001_00_20230804_0045_2,0
CBK_0001_00_20230804_0045_3,"1,3"
CBK_0001_00_20230804_0045_4,1
CBK_0001_00_20230804_0045_5,"1,3"
CBK_0001_00_20230804_0045_6,"1,3"
CBK_0001_00_20230804_0046_1,"1,3"
CBK_0001_00_20230804_0046_2,1
CBK_0001_00_20230804_0046_3,"1,3"
CBK_0001_00_20230804_0046_4,1
CBK_0001_00_20230804_0046_5,"1,3"
CBK_0001_00_20230804_0046_6,"1,3"
CBK_0001_00_20230804_0047_1,0
CBK_0001_00_20230804_0047_2,0
CBK_0001_00_20230804_0047_3,0
CBK_0001_00_20230804_0047_4,0
CBK_0001_00_20230804_0047_5,0
CBK_0001_00_20230804_0047_6,0
CBK_0001_00_20230804_0047_7,0
CBK_0001_00_20230804_0047_8,0
CBK_0001_00_20230804_0047_9,0
CBK_0001_00_20230804_0047_10,0
CBK_0001_00_20230804_0047_11,4
CBK_0001_00_20230804_0047_12,4
CBK_0001_00_20230804_0047_13,4
CBK_0001_00_20230804_0047_14,0
CBK_0001_00_20230804_0047_15,4
CBK_0001_00_20230804_0047_16,4
CBK_0001_00_20230804_0047_17,4
CBK_0001_00_20230804_0047_18,4
CBK_0001_00_20230804_0047_19,4
CBK_0001_00_20230804_0047_20,0
CBK_0001_00_20230804_0047_21,4
CBK_0001_00_20230804_0047_22,4
CBK_0001_00_20230804_0047_23,4
CBK_0001_00_20230804_0047_24,4
CBK_0001_00_20230804_0047_25,0
CBK_0001_00_20230804_0047_26,0
CBK_0001_00_20230804_0047_27,0
CBK_0001_00_20230804_0047_28,0
CBK_0001_00_20230804_0047_29,0
CBK_0001_00_20230804_0047_30,0
CBK_0001_00_20230804_0047_31,0
CBK_0001_00_20230804_0047_32,0
CBK_0001_00_20230804_0047_33,0
CBK_0001_00_20230804_0047_34,0
CBK_0001_00_20230804_0047_35,0
CBK_0001_00_20230804_0048_1,4
CBK_0001_00_20230804_0048_2,4
CBK_0001_00_20230804_0048_3,4
CBK_0001_00_20230804_0048_4,0
CBK_0001_00_20230804_0048_5,0
CBK_0001_00_20230804_0048_6,0
CBK_0001_00_20230804_0048_7,4
CBK_0001_00_20230804_0048_8,4
CBK_0001_00_20230804_0048_9,0
CBK_0001_00_20230804_0048_10,0
CBK_0001_00_20230804_0048_11,4
CBK_0001_00_20230804_0048_12,4
CBK_0001_00_20230804_0048_13,4
CBK_0001_00_20230804_0048_14,0
CBK_0001_00_20230804_0048_15,0
CBK_0001_00_20230804_0048_16,4
CBK_0001_00_20230804_0048_17,4
CBK_0001_00_20230804_0048_18,4
CBK_0001_00_20230804_0048_19,0
CBK_0001_00_20230804_0048_20,0
CBK_0001_00_20230804_0048_21,4
CBK_0001_00_20230804_0048_22,4
CBK_0001_00_20230804_0048_23,4
CBK_0001_00_20230804_0048_24,4
CBK_0001_00_20230804_0048_25,0
CBK_0001_00_20230804_0048_26,4
CBK_0001_00_20230804_0048_27,4
CBK_0001_00_20230804_0048_28,4
CBK_0001_00_20230804_0048_29,4
CBK_0001_00_20230804_0048_30,0
CBK_0001_00_20230804_0048_31,4
CBK_0001_00_20230804_0048_32,4
CBK_0001_00_20230804_0048_33,4
CBK_0001_00_20230804_0048_34,0
CBK_0001_00_20230804_0048_35,0
CBK_0001_00_20230804_0049_1,0
CBK_0001_00_20230804_0049_2,0
CBK_0001_00_20230804_0049_3,4
CBK_0001_00_20230804_0049_4,4
CBK_0001_00_20230804_0049_5,4
CBK_0001_00_20230804_0049_6,0
CBK_0001_00_20230804_0049_7,4
CBK_0001_00_20230804_0049_8,4
CBK_0001_00_20230804_0049_9,4
CBK_0001_00_20230804_0049_10,4
CBK_0001_00_20230804_0049_11,4
